"energy","loudness","acousticness","instrumentalness","tempo","duration_ms","track_age","track_popularity"
0.988,-3.656,0.0057,0.585,128.009,179648,6,35
0.926,-4.48,0.0284,0.138,125.981,171906,6,57
0.849,-6.234,0.0536,8.27e-05,128.015,227695,6,45
0.952,-6.113,0.00141,0.00204,138.003,172174,6,51
0.901,-4.018,0.0158,0.462,137.789,256848,6,39
0.882,-3.243,0.0371,0.00246,128.059,202505,6,21
0.917,-3.366,0.0131,0.00012,125.831,171781,6,44
0.681,-10.055,4.61e-05,0.847,124.996,205920,6,54
0.676,-3.791,0.00716,0,126.071,193501,8,34
0.817,-4.979,0.018,0.000766,126.064,166487,6,44
0.967,-3.592,0.0357,0.528,129.984,145310,6,1
0.861,-1.964,0.0109,1.17e-06,126.025,177143,6,0
0.926,-3.026,0.0117,0.000243,127.856,217500,7,38
0.852,-7.186,0.012,0.000378,127.93,177600,7,13
0.798,-5.385,0.0171,0.691,125.943,163705,6,3
0.802,-3.967,0.0112,0.000385,123.987,165998,6,49
0.994,-2.405,0.00271,0.744,128.033,232500,6,1
0.762,-8.909,0.0126,0.0468,124.936,166560,6,50
0.74,-5.244,0.00498,0.312,128.042,172969,6,45
0.923,-5.694,0.00365,0.581,130.009,147697,6,34
0.875,-5.38,0.176,0,125.941,188571,6,31
0.982,-3.921,0.00349,0.48,127.994,201314,6,63
0.976,-3.842,0.171,0.0315,125.983,145728,6,64
0.804,-6.36,0.0131,0.702,125.936,176429,6,29
0.951,-5.087,0.0213,0.302,138.03,202000,6,61
0.902,-5.054,0.00425,0.184,127.943,168750,6,48
0.81,-4.868,0.00103,0.00186,126.225,155854,6,31
0.75,-4.022,0.0352,1.86e-06,128.016,187492,6,44
0.959,-4.332,0.00658,0.244,128.036,152337,6,16
0.805,-5.316,0.0278,0,126,157143,6,9
0.756,-4.669,0.215,2.48e-06,125.988,208571,6,62
0.979,-1.817,0.184,0.624,127.922,150020,6,45
0.916,-3.039,0.0062,0.0441,145.096,154790,6,48
0.89,-3.634,0.0395,0.000519,126.007,170000,6,40
0.828,-4.663,0.00514,0.154,124.034,150968,6,13
0.802,-3.634,0.0581,0,128.009,189375,5,17
0.902,-4.612,0.0157,0.00687,126.975,247564,6,19
0.983,-2.353,0.00384,0.248,122.941,145366,6,14
0.71,-6.473,0.0193,4.19e-05,142.145,195000,6,22
0.75,-5.308,0.157,0,145.079,187062,6,23
0.998,-1.866,0.046,0.803,128.015,144375,6,14
0.717,-2.806,0.00656,0,127.945,193042,8,29
0.92,-5.618,0.00504,0.00302,122.991,148189,5,69
0.776,-4.976,0.0453,0,124.03,182500,5,60
0.796,-7.567,0.0122,9.45e-06,88.923,162809,6,49
0.815,-6.965,0.0818,0.000128,146.833,205714,6,34
0.859,-5.351,0.177,2.7e-06,144.007,186893,6,30
0.937,-6.199,0.00397,0.0427,126.021,129524,5,57
0.936,-3.542,0.00599,0.0141,128.01,212542,10,12
0.692,-5.193,0.171,0.00016,123.994,192591,6,24
0.722,-6.431,0.403,0.0501,117.968,141797,5,47
0.896,-4.461,0.00428,0.000137,128.026,210000,7,51
0.888,-5.645,0.00247,0.00108,125.986,220476,5,54
0.755,-8.523,0.013,0.0026,122.981,163171,7,56
0.648,-9.495,0.0893,0.000268,122.041,168688,6,37
0.784,-4.352,0.00812,0.00554,125.038,183545,5,62
0.936,-4.135,0.0921,0.000433,126.068,159048,6,44
0.769,-8.019,0.039,0.00285,126.014,156038,5,33
0.833,-5.784,0.00769,1.45e-05,140.083,144000,6,29
0.691,-8.907,0.0724,0.269,127.869,210139,5,39
0.963,-2.948,0.00103,0.869,126.012,261939,9,9
0.746,-6.353,0.0196,0,144.963,219658,6,32
0.88,-4.278,0.000383,0.00144,127.966,206250,9,15
0.983,-4.841,0.00205,0.892,131.987,142727,5,52
0.882,-5.838,0.03,0.116,127.97,194531,5,47
0.726,-4.614,0.0587,0.00311,128.001,209493,6,62
0.961,-3.915,0.00497,0.841,129.949,199385,6,46
0.95,-2.74,0.0195,0.375,128.036,160508,6,49
0.937,-4.796,8.08e-05,0.906,126.061,151000,5,39
0.896,-6.848,0.000108,0.81,127.962,148125,5,30
0.861,-4.561,0.00852,0.941,127.948,174375,5,35
0.869,-7.516,0.00415,0.752,128.028,213984,5,41
0.825,-2.927,0.00933,0.00511,129.855,202615,5,64
0.971,-6.065,0.00409,0.525,149.964,161600,6,59
0.88,-4.347,0.018,0.436,128.044,201562,5,31
0.974,-3.102,0.00302,0.267,128.028,148125,5,57
0.953,-4.913,0.000668,0.166,132.173,142727,5,33
0.861,-5.088,0.00219,0.0149,150.017,149664,5,42
0.974,-4.777,0.000462,0.0969,127.941,169219,5,23
0.751,-5.247,0.000394,0.84,124.935,145920,5,58
0.991,-3.045,0.00125,0.914,129.964,140322,5,34
0.746,-4.894,0.0249,0,130.001,188000,5,42
0.774,-5.041,0.00355,0.426,127.969,132500,5,33
0.966,-3.396,0.000652,0.0672,130.016,181846,5,50
0.972,-4.422,0.00692,0.0284,195.041,195692,5,39
0.886,-4.274,0.00405,0.61,128.017,185625,6,52
0.991,-2.942,0.00232,0.737,128.059,172452,5,55
0.759,-3.785,0.0484,1.23e-06,130.043,203077,6,53
0.833,-6.228,0.000348,0.597,130.008,208773,5,34
0.983,-2.864,0.00231,0.000555,126.044,146667,5,32
0.836,-4.357,0.00892,0.000598,130.027,169385,6,59
0.976,-3.48,0.0629,0.307,127.994,185003,5,47
0.78,-6.185,0.00202,2.94e-06,131.806,198182,5,42
0.868,-3.138,0.000257,0.755,128.009,146250,5,22
0.793,-3.923,0.00594,3.62e-05,130.029,165346,6,31
0.73,-5.084,0.000166,0.857,128.057,167358,6,43
0.896,-5.696,0.000332,0.0734,133.998,193433,5,56
0.8,-4.665,0.00303,0,126.042,178095,6,36
0.976,-1.683,0.00465,0.016,128,174375,6,41
0.95,-4.349,0.000385,0.00325,128.034,209787,10,0
0.885,-2.946,0.00425,0.861,128.04,277500,11,55
0.969,-3.327,0.00168,0.826,127.994,269067,11,46
0.894,-3.659,0.0152,5.65e-05,128.064,183750,10,47
0.85,-5.952,0.00105,0.302,127.997,332289,12,55
0.839,-5.353,0.0483,0.655,128.026,236706,11,59
0.917,-4.63,0.00171,0.664,128.013,314924,10,42
0.986,-2.197,0.00106,0.000115,127.972,210588,9,44
0.877,-3.592,0.00193,0.00644,127.994,200628,10,50
0.994,-1.25,0.125,0.191,191.814,240000,10,36
0.926,-4.385,0.00144,0.769,130.163,180923,9,0
0.772,-4.261,0.000466,3.25e-05,128.074,185625,9,44
0.817,-3.506,0.0164,0.00239,128.119,184697,8,58
0.867,-4.993,0.0102,4.99e-05,128.024,204395,9,41
0.853,-3.456,0.0517,0.0756,128.007,172031,8,0
0.943,-2.972,0.00258,0.859,127.99,272483,11,31
0.976,-2.135,0.00107,0.0884,128.004,273398,10,0
0.931,-1.037,0.00135,0.882,128.021,187266,9,31
0.929,-2.899,0.00107,0.488,127.937,194226,9,48
0.897,-3.896,0.00913,0.343,128.009,226875,10,31
0.961,-3.049,0.000628,0.759,128.027,189514,11,40
0.906,-3.521,0.00677,0.0111,127.97,214766,9,39
0.968,-3.909,0.00707,0.00091,127.984,133125,8,44
0.98,-4.547,0.00221,0.664,130.046,172615,7,51
0.907,-3.214,0.00419,0.00535,128.055,161953,10,51
0.965,-4.462,0.00367,0.789,127.992,244219,7,45
0.856,-2.893,0.00131,0.145,128.024,277515,9,29
0.981,-4.704,0.00464,0.00598,129.945,188308,9,0
0.907,-4.063,0.000427,0,132.057,148837,7,5
0.877,-3.595,0.0172,0,127.952,189375,13,58
0.943,-4.047,0.00784,0.104,129.961,208635,7,3
0.901,-5.144,0.00108,0.45,128.063,203437,7,41
0.944,-1.026,0.0232,8.1e-05,129.908,214615,8,22
0.967,-2.723,0.00765,0.000778,127.925,182579,8,24
0.951,-2.089,0.0222,0.436,127.939,208240,9,19
0.945,-0.952,0.0382,0.0389,127.992,204375,9,27
0.873,-3.008,0.0268,0.709,138.014,223410,7,21
0.964,-2.062,0.000809,0.747,129.987,216577,8,25
0.966,-2.265,0.00444,0.00739,128.039,180015,9,23
0.861,-3.302,0.00264,0.00101,127.964,181943,7,55
0.922,-3.902,0.00759,0.809,127.854,176250,8,27
0.95,-5.643,0.000742,0.718,127.941,236250,9,18
0.974,-3.995,0.000541,0.0634,128.036,211000,9,28
0.947,-3.098,0.123,0.0467,128.011,195000,7,46
0.974,-3.129,0.00551,0.564,127.967,240469,10,0
0.972,-3.731,0.000483,0.00858,127.918,152555,9,10
0.865,-3.939,0.019,0.0212,127.99,226362,10,36
0.883,-4.983,0.0283,0.00364,127.902,200625,8,35
0.903,-4.604,0.000788,0.00247,129.995,225231,10,37
0.888,-3.192,0.0028,3.46e-06,127.938,193594,10,30
0.862,-4.764,7.23e-05,0.00549,128.149,180000,10,26
0.869,-3.725,0.00148,0,127.965,198750,10,29
0.988,-2.708,0.00273,0.598,130.007,181081,9,5
0.915,-5.377,0.00153,0.0164,130.05,195692,9,23
0.926,-4.615,0.00137,0.314,129.948,207865,8,10
0.99,-1.837,0.00671,0.529,128.019,144844,9,34
0.966,-2.31,0.00134,0.0127,127.976,239756,8,26
0.918,-2.798,0.000153,0.852,129.992,248000,9,32
0.799,-5.443,0.00382,0.00514,127.912,193135,9,43
0.893,-4.226,0.000915,0.461,131.941,183182,8,38
0.902,-3.473,0.00677,0.0242,129.985,188507,8,42
0.956,-2.686,0.000398,0.315,127.983,185640,7,0
0.967,-3.721,0.00393,0.592,130.047,175430,8,38
0.949,-1.924,0.0247,0.907,128.02,217500,8,30
0.992,-0.533,0.0022,0.221,128.034,158555,9,1
0.97,-3.739,5.18e-05,0.476,194.976,302742,11,43
0.984,-4.124,0.00276,0.00783,128.004,293541,10,38
0.717,-4.01,0.000656,0.0955,127.997,144027,7,34
0.965,-4.703,0.001,0.527,130.019,159544,5,1
0.591,-10.872,9.26e-05,0.00699,119.989,260281,5,8
0.869,-3.557,0.0174,0,124.992,192720,5,30
0.524,-8.804,0.127,0.00129,111.991,183183,5,49
0.719,-3.333,0.0728,0.0188,111.993,231964,5,63
0.801,-5.283,0.0844,3.17e-05,120.097,201500,5,51
0.99,-5.439,0.000428,0.88,128.001,168250,5,8
0.839,-5.706,0.174,0.000142,124.99,205475,5,35
0.643,-8.034,0.157,0,152.085,155526,5,70
0.928,-3.66,0.0303,3.33e-05,116.892,150160,5,38
0.91,-4.524,0.103,0.0108,123.994,159677,5,57
0.822,-5.191,0.00394,0.118,122.03,196519,5,58
0.45,-7.959,0.0521,0,102.005,173120,5,43
0.737,-4.368,0.391,0,93.026,219225,5,54
0.545,-7.14,0.122,4.62e-05,116,154654,5,40
0.629,-6.604,0.305,1.86e-05,141.003,211320,5,45
0.779,-2.636,0.0722,0.00494,121.051,208663,5,36
0.845,-6.789,0.0255,0.913,127.986,324917,5,42
0.836,-6.7,0.0108,5.06e-06,125.027,218880,5,30
0.928,-8.416,0.0114,0.708,140.012,277717,5,46
0.493,-4.554,0.163,0,82.014,171123,5,36
0.801,-4.309,0.0479,0,125.026,193920,5,43
0.631,-6.132,0.141,1.39e-06,99.197,195492,5,58
0.967,-5.442,0.00454,0.558,127.003,212511,5,45
0.741,-6.655,0.00351,0,106.001,246322,5,66
0.69,-8.705,0.0206,0.56,119.998,228250,5,57
0.897,-4.821,0.102,0.189,126.046,187619,5,30
0.859,-4.516,0.0226,0.000251,124.017,152932,5,53
0.902,-2.194,0.0761,0,110.052,180187,5,37
0.894,-3.11,0.00204,0.000808,124.031,246109,5,39
0.535,-11.053,0.431,1.23e-05,110.861,216000,5,16
0.656,-4.525,0.296,0,91.198,206443,5,52
0.85,-7.415,0.000906,0.00134,125.984,215238,5,15
0.94,-5.494,0.126,0.865,107.056,255427,5,43
0.837,-5.159,0.000676,0.00217,125.987,133909,6,46
0.858,-5.644,0.0221,0.00246,117.971,180682,5,29
0.674,-5.456,0.0855,2.52e-06,94.035,217021,6,32
0.9,-3.095,0.00324,2.18e-06,122.005,187464,6,36
0.726,-4.675,0.0399,0,121.985,192507,6,53
0.648,-8.703,0.255,3.87e-05,128.033,165957,5,17
0.749,-8.887,0.0695,7.89e-06,124.969,128784,5,36
0.848,-4.499,0.0125,0.701,127.996,156636,5,54
0.716,-7.513,0.224,0.00435,130.018,158788,5,34
0.721,-4.848,0.0561,0.00106,124.938,143050,5,35
0.874,-8.82,0.0156,0.000812,138.037,186087,5,40
0.741,-5.326,0.244,1.47e-05,140.063,152576,5,46
0.804,-6.263,0.00585,0.0285,128.051,187585,8,52
0.526,-9.056,0.129,0.92,127.704,131611,5,46
0.547,-16.105,0.000412,0.285,127.996,273809,5,24
0.709,-9.463,0.00102,0.228,128.119,229977,5,49
0.911,-5.334,0.00688,0.32,128.02,203471,6,36
0.505,-5.481,0.0575,0.000424,125.037,143095,5,33
0.618,-6.721,0.327,0.000381,125.016,153600,5,47
0.649,-9.169,0.00996,0.854,123.981,225500,5,15
0.904,-3.625,0.000238,0.87,127.956,143271,5,46
0.904,-3.512,0.0546,0.000788,128.134,204889,5,50
0.647,-4.714,0.00558,8.48e-06,124.997,151680,5,45
0.919,-6.338,0.0767,0.0271,127.966,157510,5,32
0.937,-1.635,0.00104,0.222,128.023,150061,5,52
0.695,-7.583,0.0679,1.44e-05,124.003,159267,5,48
0.837,-8.546,0.000279,0.00976,140.064,145357,5,42
0.826,-9.074,0.00776,0.0244,125.983,175269,5,21
0.746,-5.585,0.117,0.559,128.1,172559,5,33
0.962,-3.311,0.0146,0.53,139.051,162302,5,62
0.838,-4.246,0.0203,0.00076,127.98,231787,5,31
0.966,-5.156,0.00268,0.154,126.017,179048,5,44
0.951,-4.88,0.00974,0.922,146.109,168255,5,30
0.81,-6.175,0.0133,0.0819,127.985,185625,5,36
0.885,-7.869,0.0069,0.0404,150.009,168471,5,44
0.912,-5.321,0.0018,0.75,128.005,240000,5,24
0.779,-6.593,0.0457,3.57e-05,128.065,169736,5,28
0.834,-7.113,0.00965,0.475,127.998,153760,5,23
0.707,-6.579,0.0948,7.26e-06,126.049,259048,5,30
0.904,-5.337,0.0946,0.754,120.011,198077,5,18
0.811,-8.166,0.0857,0.00739,128.052,157597,5,21
0.699,-7.273,0.0124,2.49e-06,128.02,171538,5,33
0.976,-5.408,0.00143,0.881,140.039,200587,5,40
0.556,-12.112,0.524,0.00147,128.005,194273,5,20
0.933,-5.639,0.132,0.276,109.982,170641,5,38
0.546,-10.666,0.434,0,95.087,152289,5,44
0.776,-4.371,0.0536,1.24e-06,128.123,152000,5,66
0.761,-6.902,0.0122,0,120.195,175005,5,47
0.673,-5.706,0.025,6.59e-06,127.865,165000,5,20
0.793,-5.763,0.0095,0.668,128.027,166732,5,27
0.652,-4.869,0.00265,0,97.031,171772,5,37
0.604,-10.751,0.000988,0.262,127.995,189419,5,29
0.8,-5.631,0.0485,0.00306,123.039,191707,5,31
0.647,-5.119,0.00625,0.0405,127.957,151885,5,22
0.794,-6.279,0.0253,0.0248,128.16,154226,6,77
0.936,-3.343,0.00515,0.0759,128.002,165938,5,51
0.843,-6.629,0.000864,0.579,128.025,217578,5,20
0.773,-7.627,0.00238,0.45,127.999,128906,8,49
0.865,-4.682,0.0383,0.0176,127.965,181875,5,50
0.981,-2.249,0.00268,0.000552,125.957,194762,5,39
0.804,-3.278,0.036,0.152,128.027,170684,5,35
0.965,-3.064,0.0032,8.66e-05,126.004,161905,5,36
0.752,-4.214,0.0104,0.0993,128.063,243752,5,36
0.891,-5.41,0.00685,0.000169,127.93,162466,5,25
0.743,-5.764,0.1,0.612,128.02,240000,5,22
0.928,-3.928,0.00246,0.912,138.052,160928,5,28
0.845,-5.21,0.044,0.86,139.989,242625,5,24
0.879,-7.113,0.01,2.33e-05,139.982,183125,5,21
0.894,-4.755,0.0512,0.000315,127.964,204375,5,62
0.909,-4.516,0.122,0.241,132.955,180466,5,20
0.879,-5.033,0.0115,0.856,128.039,116255,5,25
0.931,-4.373,0.00157,0.548,128,209780,5,22
0.581,-10.403,0.125,0.113,125.954,198120,5,18
0.701,-6.625,0.0724,1.59e-06,127.972,157559,5,31
0.963,-5.144,0.000706,0.561,128.097,230017,5,21
0.766,-6.777,0.249,0.573,127.967,172500,5,27
0.986,-4.483,0.0331,0.659,140.027,132067,5,29
0.66,-7.396,0.00893,0.0166,128.066,170322,5,34
0.946,-5.958,0.273,0.817,130.02,195692,5,28
0.987,-4.732,0.000234,0.823,150.022,169819,5,32
0.97,-5.264,0.0028,0.184,128.041,203458,5,29
0.787,-4.007,0.0233,0.000473,128.034,161433,5,32
0.845,-4.026,0.054,0.00117,128.029,187562,5,38
0.925,-4.137,0.00217,0.803,128.031,168557,5,40
0.932,-4.516,0.0215,0.141,140.012,231379,5,23
0.984,-3.299,0.00319,0.00732,128.03,247505,5,18
0.92,-4.399,0.0357,0.0132,128.043,176968,5,42
0.721,-15.563,0.102,0.679,128.003,150010,5,19
0.536,-8.139,0.0395,0.018,127.877,157764,5,18
0.984,-4.071,0.00739,0.0279,128.028,195063,5,30
0.741,-4.857,0.116,0.744,128.324,142559,5,44
0.93,-5.651,0.00122,0.786,150.032,187225,5,23
0.961,-5.754,0.033,0.786,130.001,154990,5,40
0.983,-4.434,0.00161,0.795,128.013,207129,5,24
0.811,-6.941,0.0433,0.00735,127.933,172673,5,35
0.966,-2.683,0.0524,0.0217,128.043,142573,5,34
0.681,-6.467,0.075,7.97e-06,127.993,143564,5,38
0.858,-5.978,0.0154,0.00789,137.982,188696,5,62
0.857,-8.092,0.000388,0.000779,140.023,138268,5,44
0.812,-3.711,0.541,0.719,95.546,168360,18,4
0.762,-6.972,0.0141,1.05e-05,94.224,276867,25,60
0.921,-4.468,4.51e-05,0,171.9,243840,18,52
0.73,-4.638,0.0408,0.000164,133.88,256707,13,9
0.888,-6.312,0.000126,0.000149,139.006,203293,12,0
0.847,-6.85,0.0289,0,184.084,192743,12,0
0.867,-5.215,0.0148,0.00375,146.011,224225,11,0
0.79,-7.94,0.00683,0.000392,129.925,228963,5,38
0.945,-5.36,0.00594,0.647,127.814,217568,5,15
0.927,-5.294,0.00262,0.634,130.052,175393,5,15
0.977,-2.214,0.00632,0.265,124.982,222720,5,49
0.879,-5.861,0.00217,0.532,131.953,227292,5,17
0.941,-2.224,0.00794,2.54e-05,127.977,212012,5,43
0.955,-4.562,0.00183,0.0545,132.031,191403,5,21
0.737,-6.659,0.0125,0.624,132.018,212770,5,36
0.913,-4.225,0.000835,0.232,128.028,227109,5,16
0.962,-2.952,0.00707,0.00127,128.01,236304,5,41
0.965,-3.782,0.00187,0.769,129.997,186038,5,14
0.967,-2.582,0.00583,0.0324,128.002,228127,5,29
0.873,-5.951,0.0201,0.721,127.994,210000,5,25
0.963,-2.694,0.00419,0.594,128.013,235389,5,24
0.811,-4.722,0.211,4.09e-05,127.964,156621,5,20
0.973,-3.847,0.000226,0.538,128.002,123820,5,10
0.967,-4.907,0.0091,0.255,135.04,235572,5,28
0.966,-3.266,0.0811,0.338,139.969,203768,6,40
0.903,-5.914,0.0208,0.78,102.894,195000,5,11
0.957,-4.534,0.00388,0.708,127.997,181455,5,21
0.809,-4.751,0.00834,0,159.836,237500,5,9
0.946,-4.139,9.5e-05,0.483,131.98,236308,5,16
0.925,-5.332,0.000266,0.218,130.015,232615,5,7
0.973,-4.696,0.00181,0.042,130.016,217677,5,7
0.979,-2.225,0.000325,0.0129,130.041,214707,5,9
0.862,-6.652,0.00661,0.0213,127.996,221270,5,14
0.944,-3.314,0.00015,0.927,128.027,160330,5,18
0.977,-1.908,0.00664,0.0491,130.016,203461,5,36
0.839,-5.644,0.0173,0.175,128.008,251794,5,11
0.912,-5.221,0.00264,0.0179,130.052,186923,5,30
0.983,-2.489,0.000894,0.845,127.991,180024,5,9
0.922,-6.301,0.0123,0.445,132.091,149096,5,12
0.901,-5.563,0.0357,0.000261,134.978,185469,5,17
0.935,-6.17,0.00088,0.687,130.067,166615,5,18
0.97,-4.346,0.000556,0.428,127.979,216000,5,9
0.959,-4.678,0.00833,0.601,128.054,243865,5,38
0.935,-3.708,0.000106,0.819,131.979,224784,5,14
0.928,-3.247,0.00261,8.46e-05,127.985,307622,5,9
0.918,-5.341,0.0084,0.207,127.973,173438,5,11
0.971,-5.309,0.00473,0.721,127.99,152813,5,49
0.972,-2.414,0.00186,0.44,128.008,146265,5,9
0.989,-1.196,0.0114,0.0961,127.983,178125,5,13
0.949,-3.986,0.00694,0.00997,130.017,253385,5,58
0.901,-3.921,0.000958,0.376,127.983,240257,5,9
0.936,-5.942,0.0018,0.642,130.069,164310,5,18
0.811,-3.919,0.000309,1.04e-05,127.924,166452,5,24
0.971,-3.328,0.000753,0.678,128.005,238166,5,13
0.758,-2.773,0.223,0,147.804,196216,6,58
0.914,-3.197,0.0271,5.97e-05,121.994,191311,8,54
0.772,-5.576,0.00916,0.0412,128.012,296333,9,0
0.973,-4.307,0.00136,0.561,126.002,188239,9,0
0.984,-4.021,0.112,0.423,128.052,211874,9,2
0.915,-3.019,0.196,0,124.94,243840,9,42
0.896,-3.339,0.0832,0.00245,127.956,222459,9,0
0.864,-3.79,0.00071,5.21e-06,128.102,227344,9,10
0.87,-5.706,0.0309,0.00169,125.879,167627,9,43
0.833,-3.74,0.0108,0,127.978,221969,9,28
0.694,-6.399,0.00315,0.00334,128.022,266234,10,33
0.893,-7.165,0.00449,0.0155,127.958,243853,10,23
0.978,-3.201,0.00129,0.0381,130.062,240000,9,0
0.883,-3.486,0.00617,0.000139,127.977,292500,9,0
0.692,-7.5,0.0404,0.000692,127.761,187360,10,31
0.871,-7.577,0.000778,0.0027,128.173,220920,10,0
0.76,-4.912,0.00817,0.00173,127.911,233233,10,0
0.976,-3.247,0.0072,0.00432,128.002,198750,10,0
0.903,-4.604,0.000788,0.00247,129.995,225231,10,0
0.833,-6.741,0.0251,0,128.01,189751,10,0
0.828,-3.519,0.00094,0.0339,127.988,296250,10,0
0.844,-5.555,0.00118,0.000499,127.99,312478,10,0
0.814,-5.226,0.00113,0.00112,127.97,290826,10,0
0.819,-2.54,0.00693,0.673,128,297656,10,0
0.921,-4.982,0.0033,0.387,128.028,273840,11,9
0.871,-3.245,0.00837,0.167,127.972,221286,11,44
0.774,-3.689,0.00148,0.933,128.026,301890,10,27
0.86,-5.366,0.000762,0.598,127.992,273765,10,0
0.875,-6.069,0.000224,0.0686,127.993,330680,10,0
0.886,-3.949,0.00194,0.191,129.969,324949,11,0
0.953,-4.964,0.000372,0.91,127.981,174375,10,0
0.899,-1.63,0.000332,0.591,127.999,288809,11,6
0.906,-3.682,0.00783,0.237,128.003,332864,10,0
0.978,-3.123,7e-05,0.000668,128.039,271253,10,10
0.756,-2.492,0.00497,0.0756,127.991,326385,10,0
0.928,-6.304,9.26e-05,0.924,129.997,192923,10,0
0.828,-4.892,0.000396,0.739,128.044,284935,10,0
0.982,-2.46,0.00032,0.114,127.984,265050,10,26
0.988,-3.999,4.94e-05,0.818,128.005,309375,10,8
0.934,-4.139,0.000296,0.797,128.017,206250,10,13
0.89,-3.747,0.0131,0.787,128.011,269532,10,11
0.891,-3.464,8.75e-05,0.497,128.002,203438,10,0
0.937,-1.942,0.194,0.832,127.994,296361,10,0
0.844,-6.728,0.0153,0.234,127.877,220030,10,0
0.606,-7.552,0.0541,0.837,128.003,338440,NA,30
0.876,-5.981,0.000147,0.967,130.052,250867,10,22
0.82,-4.451,0.0146,0.148,128.066,317107,10,0
0.89,-4.304,0.0165,0,127.877,218438,11,29
0.915,-2.896,0.000264,0.0293,128.007,298125,10,22
0.906,-6.058,0.00192,0.545,128.017,275900,11,0
0.956,-3.189,0.00647,0.11,128.032,203738,11,19
0.984,-1.79,0.00081,0.669,127.958,334324,11,0
0.904,-5.873,0.000159,0.842,128.035,316875,11,4
0.96,-4.489,0.000443,0.224,128.049,268125,10,14
0.948,-4.734,0.0112,0.679,127.979,305625,10,19
0.942,-6.012,0.000833,0.649,127.997,290691,10,0
0.945,-6.418,0.00241,0.0111,129.593,263033,10,24
0.96,-6.382,0.000103,0.855,128.041,331833,10,23
0.966,-3.925,0.03,0.827,128.015,283125,10,0
0.935,-5.228,0.0585,0.113,127.998,221480,12,17
0.919,-4.999,0.00201,0.687,127.991,193140,11,0
0.775,-5.662,0.00747,0.103,128.037,301875,11,0
0.877,-4.09,0.00365,0.181,127.992,245002,10,1
0.879,-5.346,0.00345,0.0279,127.993,284997,10,0
0.995,-1.26,0.000371,0.543,127.996,292507,11,6
0.873,-3.746,5.19e-05,0.35,128.007,333755,11,0
0.618,-7.44,0.00437,0.964,128.015,306586,11,0
0.967,-1.7,0.00735,0.826,130.006,306231,11,0
0.986,-1.299,0.0221,0.86,191.911,216797,11,24
0.99,-3.035,0.0164,0.785,127.983,262515,11,0
0.82,-5.093,0.00452,0.000582,128.021,340080,11,0
0.895,-4.577,0.00312,0,125.025,164160,5,62
0.674,-4.374,0.00903,0.238,126.017,153697,5,66
0.804,-5.906,0.0137,0.00069,115.021,171000,5,13
0.886,-4.545,0.032,0.000265,149.976,202804,5,46
0.967,-3.529,0.00333,0.0673,160.025,165380,5,39
0.72,-5.652,0.223,0,122.031,166794,5,75
0.786,-4.496,0.000663,0.000238,128.001,255771,5,38
0.916,-5.582,0.000445,0.000676,125.959,178049,5,39
0.777,-4.756,0.0612,0.000109,125.969,158571,5,45
0.931,-3.593,0.265,0.00453,103.502,169511,5,43
0.887,-5.028,0.0772,2.85e-05,149.878,179200,5,35
0.924,-4.196,0.0041,0.00357,162.039,207836,5,41
0.916,-5.572,0.00174,0.858,135.017,187667,5,52
0.815,-4.554,0.00845,0.2,122.992,153230,5,40
0.734,-4.869,0.00871,0.268,126.013,238611,5,44
0.915,-6.18,0.0094,6.24e-05,130.035,160612,5,39
0.823,-3.687,0.285,0,128.121,144620,5,46
0.991,-3.143,0.0586,0.0159,125.062,153663,5,41
0.747,-3.908,0.0241,6.11e-06,119.964,168125,5,82
0.891,-3.265,0.000456,0.000631,123.961,172500,5,46
0.873,-5.267,0.0128,0.000126,128.036,146719,5,63
0.95,-2.759,0.0176,1.84e-05,124.065,258419,5,42
0.906,-5.192,0.0198,1.41e-06,126.078,187010,5,35
0.938,-3.88,0.0058,3.89e-05,128.045,170997,5,39
0.853,-5.392,0.0357,0.00205,125.985,167002,5,63
0.939,-4.106,0.0283,0.517,139.928,171429,5,36
0.875,-4.178,0.0244,0,126.015,150002,5,45
0.922,-4.602,0.00649,0.000295,160.003,202934,5,36
0.932,-2.685,0.0989,0.0576,140.028,190043,5,34
0.903,-2.186,0.0545,0.697,125.979,180956,5,38
0.638,-6.348,0.00986,0,127.959,195000,5,51
0.912,-3.464,0.0154,0.000215,128.111,157500,5,36
0.963,-3.357,0.0162,1.3e-05,125.985,174612,5,59
0.912,-5.04,0.0147,4.78e-05,124.986,145893,5,61
0.924,-3.504,0.0178,0.00018,150.006,161407,5,34
0.898,-3.915,0.0359,1.5e-05,149.981,197200,5,50
0.937,-5.682,0.00805,0.213,138.023,236522,5,54
0.71,-7.818,0.0095,0.653,140.011,230679,5,56
0.984,-2.785,0.00196,0.00663,160.034,184594,5,37
0.937,-5.852,0.00124,0.489,160.083,232262,5,31
0.882,-6.995,0.00155,0.00892,137.966,197871,5,47
0.701,-6.171,0.017,0,126.107,189896,5,43
0.948,-3.218,0.000796,0.042,150.027,179636,5,50
0.926,-3.269,0.0146,1.62e-05,150.036,192000,6,65
0.919,-6.158,0.00501,0.556,130.016,204923,5,29
0.761,-5.102,0.0301,0,149.95,173000,5,53
0.961,-3.828,0.0124,0.00559,138.034,156356,6,65
0.987,-3.845,0.00106,0.0545,149.982,178931,5,38
0.86,-6.419,0.0029,0.786,140.012,294857,5,54
